OrderID,CustomerID,State,OrderDate,OrderSeason,OrderDayOfWeek,ProductCategory,ProductSubCategory,UnitPrice,Quantity,TotalAmount,DiscountPercent,DiscountAmount,FinalAmount,PaymentMethod,DeviceType,MembershipTier,ShippingDays,Returned,ReviewScore
ORD-010423,CUST-04180,WV,3/29/2024,Spring,Friday,Grocery,Bakery,2.05,2,4.1,15,0.61,3.49,Google Pay,Tablet,Platinum,5,No,4
ORD-010424,CUST-05738,KS,07-07-2023,Summer,Friday,Toys & Games,Puzzles,104.09,1,104.09,0,0,104.09,Google Pay,Mobile,Gold,5,No,5
ORD-010425,CUST-03917,WY,04-02-2024,Spring,Tuesday,Home & Kitchen,Cookware,263.76,1,263.76,0,0,263.76,Credit Card,Desktop,Platinum,2,No,3
ORD-010426,CUST-06383,SD,11/14/2022,Fall,Monday,Automotive,Parts,228.18,2,456.36,0,0,456.36,PayPal,Mobile,Gold,4,No,4
ORD-010427,CUST-05225,TN,07-05-2023,Summer,Wednesday,Health & Wellness,Supplements,50.83,1,50.83,25,12.71,38.12,Gift Card,Tablet,Bronze,3,No,5
ORD-010428,CUST-03720,HI,02-07-2024,Winter,Wednesday,Beauty & Personal Care,Haircare,10.32,1,10.32,0,0,10.32,Buy Now Pay Later,Tablet,Gold,3,No,5
ORD-010429,CUST-05573,ME,12/22/2022,Winter,Thursday,Home & Kitchen,Cookware,138.52,1,138.52,0,0,138.52,Buy Now Pay Later,Desktop,Silver,1,No,4
ORD-010430,CUST-04114,WA,6/29/2023,Summer,Thursday,Health & Wellness,Supplements,22.95,1,22.95,0,0,22.95,Google Pay,Mobile,Platinum,5,No,2
ORD-010431,CUST-08836,ND,9/27/2023,Fall,Wednesday,Automotive,Car Accessories,13.8,1,13.8,10,1.38,12.42,Apple Pay,Mobile,Bronze,3,No,3
ORD-010432,CUST-07857,TN,4/22/2023,Spring,Saturday,Sports & Outdoors,Fitness Equipment,340,1,340,0,0,340,Apple Pay,Mobile,Silver,3,No,4
ORD-010433,CUST-07066,CT,10/27/2023,Fall,Friday,Electronics,Cameras,912.17,1,912.17,5,45.61,866.56,Credit Card,Desktop,Bronze,3,No,5
ORD-010434,CUST-04165,CO,06-11-2024,Summer,Tuesday,Grocery,Organic,7.39,1,7.39,25,1.85,5.54,Gift Card,Tablet,Silver,4,No,2
ORD-010435,CUST-04893,AK,07-09-2024,Summer,Tuesday,Sports & Outdoors,Fitness Equipment,215.19,1,215.19,0,0,215.19,Apple Pay,Desktop,Platinum,6,No,5
ORD-010436,CUST-06562,MN,3/28/2022,Spring,Monday,Clothing,Tops,167.25,1,167.25,0,0,167.25,Gift Card,Desktop,Silver,3,No,4
ORD-010437,CUST-08616,NV,10/18/2022,Fall,Tuesday,Electronics,Laptops,922.96,1,922.96,15,138.44,784.52,Debit Card,Tablet,Platinum,4,No,3
ORD-010438,CUST-02289,AL,04-01-2022,Spring,Friday,Clothing,Tops,79.82,1,79.82,20,15.96,63.86,Debit Card,Mobile,Silver,3,No,4
ORD-010439,CUST-05972,NV,11/21/2024,Fall,Thursday,Beauty & Personal Care,Makeup,84.09,3,252.27,0,0,252.27,Buy Now Pay Later,Mobile,Bronze,4,No,3
ORD-010440,CUST-08501,UT,11-06-2022,Fall,Sunday,Health & Wellness,Supplements,23.54,1,23.54,0,0,23.54,Credit Card,Desktop,Platinum,2,No,4
ORD-010441,CUST-01928,AL,2/27/2022,Winter,Sunday,Health & Wellness,Vitamins,114.4,1,114.4,25,28.6,85.8,Credit Card,Mobile,Silver,2,No,5
ORD-010442,CUST-07759,MN,03-06-2022,Spring,Sunday,Automotive,Tools,75.66,3,226.98,0,0,226.98,Debit Card,Tablet,Silver,5,No,3
ORD-010443,CUST-06384,IN,11/21/2024,Fall,Thursday,Automotive,Electronics,68.78,2,137.56,0,0,137.56,Buy Now Pay Later,Desktop,Gold,5,Yes,4
ORD-010444,CUST-08397,UT,1/30/2023,Winter,Monday,Books,Science,34.9,1,34.9,0,0,34.9,Credit Card,Tablet,Gold,4,No,4
ORD-010445,CUST-06689,TX,06-08-2023,Summer,Thursday,Books,Self-Help,42.57,2,85.14,0,0,85.14,Buy Now Pay Later,Desktop,Bronze,6,No,4
ORD-010446,CUST-07332,OR,10/23/2024,Fall,Wednesday,Sports & Outdoors,Water Sports,381.48,2,762.96,10,76.3,686.66,PayPal,Tablet,Gold,3,No,3
ORD-010447,CUST-04001,VA,2/16/2022,Winter,Wednesday,Electronics,Smartphones,928.06,2,1856.12,0,0,1856.12,Debit Card,Tablet,Bronze,4,No,1
ORD-010448,CUST-07139,UT,10/13/2023,Fall,Friday,Beauty & Personal Care,Fragrances,14.66,1,14.66,5,0.73,13.93,Gift Card,Tablet,Platinum,5,No,4
ORD-010449,CUST-08062,TX,6/14/2022,Summer,Tuesday,Grocery,Beverages,47.89,1,47.89,0,0,47.89,PayPal,Mobile,Silver,6,No,4
ORD-010450,CUST-01579,DE,7/15/2024,Summer,Monday,Clothing,Footwear,30.9,1,30.9,5,1.54,29.36,Credit Card,Tablet,Gold,5,No,1
ORD-010451,CUST-04083,MA,05-11-2024,Spring,Saturday,Automotive,Electronics,165.25,1,165.25,0,0,165.25,Apple Pay,Tablet,Gold,1,No,5
ORD-010452,CUST-02033,OK,5/26/2024,Spring,Sunday,Grocery,Dairy,23.35,1,23.35,15,3.5,19.85,Debit Card,Mobile,Platinum,5,No,4
ORD-010453,CUST-06667,PA,12-08-2024,Winter,Sunday,Home & Kitchen,Decor,159.33,1,159.33,0,0,159.33,Buy Now Pay Later,Tablet,Gold,7,No,5
ORD-010454,CUST-05439,NV,3/20/2023,Spring,Monday,Beauty & Personal Care,Haircare,17.28,2,34.56,10,3.46,31.1,Credit Card,Mobile,Platinum,3,Yes,1
ORD-010455,CUST-06050,ND,2/28/2023,Winter,Tuesday,Automotive,Car Accessories,165.84,1,165.84,0,0,165.84,Google Pay,Mobile,Gold,3,No,1
ORD-010456,CUST-06962,NE,4/27/2024,Spring,Saturday,Home & Kitchen,Cookware,327.62,2,655.24,5,32.76,622.48,Google Pay,Desktop,Gold,5,No,4
ORD-010457,CUST-04366,GA,11-07-2023,Fall,Tuesday,Grocery,Bakery,5.02,1,5.02,15,0.75,4.27,Buy Now Pay Later,Mobile,Platinum,5,No,5
ORD-010458,CUST-02018,WV,8/18/2023,Summer,Friday,Home & Kitchen,Appliances,217.29,2,434.58,10,43.46,391.12,PayPal,Tablet,Platinum,4,No,5
ORD-010459,CUST-06327,DE,8/18/2024,Summer,Sunday,Clothing,Tops,70.01,1,70.01,25,17.5,52.51,Debit Card,Mobile,Gold,3,No,4
ORD-010460,CUST-04577,OR,12-12-2022,Winter,Monday,Health & Wellness,Supplements,73.44,1,73.44,0,0,73.44,Debit Card,Tablet,Platinum,1,No,4
ORD-010461,CUST-04263,VA,09-08-2024,Fall,Sunday,Beauty & Personal Care,Skincare,20.32,1,20.32,20,4.06,16.26,Credit Card,Mobile,Bronze,5,No,5
ORD-010462,CUST-01210,LA,5/28/2022,Spring,Saturday,Clothing,Footwear,150.41,2,300.82,0,0,300.82,Apple Pay,Desktop,Silver,1,Yes,4
ORD-010463,CUST-03169,SD,8/30/2022,Summer,Tuesday,Health & Wellness,Vitamins,28.64,1,28.64,15,4.3,24.34,PayPal,Mobile,Bronze,4,No,4
ORD-010464,CUST-06332,TN,8/20/2023,Summer,Sunday,Automotive,Parts,155.93,1,155.93,25,38.98,116.95,Credit Card,Tablet,Platinum,3,No,3
ORD-010465,CUST-08146,IN,10-01-2023,Fall,Sunday,Home & Kitchen,Bedding,331.12,1,331.12,0,0,331.12,PayPal,Tablet,Silver,2,No,5
ORD-010466,CUST-05294,ID,11-06-2023,Fall,Monday,Clothing,Accessories,164.6,1,164.6,0,0,164.6,Google Pay,Tablet,Platinum,3,No,4
ORD-010467,CUST-08442,CO,03-07-2024,Spring,Thursday,Sports & Outdoors,Team Sports,122.34,1,122.34,10,12.23,110.11,Debit Card,Tablet,Platinum,1,No,3
ORD-010468,CUST-04043,UT,12/27/2023,Winter,Wednesday,Beauty & Personal Care,Haircare,87.77,1,87.77,0,0,87.77,PayPal,Desktop,Bronze,2,No,4
ORD-010469,CUST-05860,WV,10/19/2024,Fall,Saturday,Beauty & Personal Care,Oral Care,46.61,1,46.61,0,0,46.61,PayPal,Tablet,Platinum,3,No,4
ORD-010470,CUST-07171,AR,3/26/2024,Spring,Tuesday,Toys & Games,Educational,13.58,1,13.58,0,0,13.58,Buy Now Pay Later,Desktop,Bronze,2,No,5
ORD-010471,CUST-03359,IN,9/19/2022,Fall,Monday,Clothing,Outerwear,58.92,1,58.92,0,0,58.92,PayPal,Desktop,Platinum,3,No,1
ORD-010472,CUST-04700,CA,02-05-2022,Winter,Saturday,Grocery,Snacks,23.45,1,23.45,0,0,23.45,Credit Card,Desktop,Platinum,6,No,5
ORD-010473,CUST-04138,DE,7/28/2024,Summer,Sunday,Automotive,Tools,123.49,1,123.49,0,0,123.49,PayPal,Desktop,Gold,2,No,5
ORD-010474,CUST-01324,MA,7/16/2024,Summer,Tuesday,Health & Wellness,Mental Wellness,65.72,1,65.72,0,0,65.72,Gift Card,Desktop,Platinum,5,No,4
ORD-010475,CUST-03755,LA,10-01-2022,Fall,Saturday,Sports & Outdoors,Camping Gear,321.11,4,1284.44,0,0,1284.44,Credit Card,Mobile,Silver,4,No,5
ORD-010476,CUST-07619,AK,6/25/2023,Summer,Sunday,Toys & Games,Outdoor Toys,68.87,1,68.87,0,0,68.87,Apple Pay,Tablet,Silver,5,No,2
ORD-010477,CUST-02231,FL,03-10-2024,Spring,Sunday,Automotive,Car Accessories,173.27,1,173.27,0,0,173.27,PayPal,Desktop,Gold,4,No,4
ORD-010478,CUST-02840,CT,4/13/2023,Spring,Thursday,Home & Kitchen,Storage,262.8,2,525.6,0,0,525.6,Gift Card,Tablet,Silver,4,No,3
ORD-010479,CUST-08346,WV,08-09-2024,Summer,Friday,Sports & Outdoors,Water Sports,174.73,1,174.73,0,0,174.73,Credit Card,Desktop,Bronze,4,No,4
ORD-010480,CUST-05977,ME,3/13/2023,Spring,Monday,Home & Kitchen,Appliances,398.85,1,398.85,0,0,398.85,Gift Card,Mobile,Silver,3,No,5
ORD-010481,CUST-07176,IA,10/26/2022,Fall,Wednesday,Sports & Outdoors,Cycling,67.48,1,67.48,20,13.5,53.98,Credit Card,Tablet,Gold,4,No,3
ORD-010482,CUST-08056,KY,10/19/2022,Fall,Wednesday,Beauty & Personal Care,Haircare,22.54,1,22.54,20,4.51,18.03,PayPal,Mobile,Platinum,2,No,3
ORD-010483,CUST-08420,MI,05-05-2022,Spring,Thursday,Health & Wellness,Medical Devices,29.16,1,29.16,15,4.37,24.79,Credit Card,Mobile,Bronze,4,Yes,5
ORD-010484,CUST-03227,LA,5/21/2022,Spring,Saturday,Grocery,Bakery,49.77,1,49.77,5,2.49,47.28,Credit Card,Tablet,Silver,3,No,2
ORD-010485,CUST-02978,NE,6/23/2024,Summer,Sunday,Toys & Games,Educational,143.31,1,143.31,0,0,143.31,Credit Card,Mobile,Gold,4,No,5
ORD-010486,CUST-03333,WI,5/25/2023,Spring,Thursday,Electronics,Tablets,1226.54,1,1226.54,0,0,1226.54,Google Pay,Mobile,Silver,3,No,5
ORD-010487,CUST-02513,PA,9/27/2022,Fall,Tuesday,Books,Fiction,31.79,1,31.79,10,3.18,28.61,Apple Pay,Tablet,Gold,5,No,4
ORD-010488,CUST-01842,MO,5/23/2023,Spring,Tuesday,Automotive,Parts,135.41,1,135.41,0,0,135.41,Gift Card,Tablet,Platinum,4,No,5
ORD-010489,CUST-06953,CO,10-03-2023,Fall,Tuesday,Electronics,Headphones,325.24,1,325.24,0,0,325.24,PayPal,Desktop,Silver,5,No,5
ORD-010490,CUST-05812,DE,3/30/2023,Spring,Thursday,Beauty & Personal Care,Makeup,58.53,1,58.53,0,0,58.53,Google Pay,Desktop,Gold,1,No,5
ORD-010491,CUST-02027,CT,03-12-2022,Spring,Saturday,Grocery,Bakery,49.8,1,49.8,0,0,49.8,Gift Card,Tablet,Platinum,4,No,5
ORD-010492,CUST-08744,AK,06-06-2023,Summer,Tuesday,Automotive,Electronics,228.79,1,228.79,10,22.88,205.91,Debit Card,Tablet,Gold,3,No,5
ORD-010493,CUST-07480,VA,08-11-2022,Summer,Thursday,Beauty & Personal Care,Oral Care,80.04,1,80.04,0,0,80.04,Debit Card,Mobile,Gold,3,No,1
ORD-010494,CUST-08689,TX,3/15/2022,Spring,Tuesday,Grocery,Snacks,2.39,1,2.39,0,0,2.39,Google Pay,Mobile,Gold,3,No,5
ORD-010495,CUST-06617,OH,5/18/2023,Spring,Thursday,Automotive,Car Care,204.89,1,204.89,0,0,204.89,Debit Card,Desktop,Gold,4,No,3
ORD-010496,CUST-07882,UT,7/15/2024,Summer,Monday,Home & Kitchen,Decor,260.74,1,260.74,0,0,260.74,Credit Card,Mobile,Platinum,5,No,4
ORD-010497,CUST-04617,VT,01-08-2022,Winter,Saturday,Toys & Games,Educational,71.69,1,71.69,0,0,71.69,Gift Card,Desktop,Gold,4,Yes,5
ORD-010498,CUST-03039,VT,01-07-2024,Winter,Sunday,Books,History,48.29,1,48.29,0,0,48.29,Google Pay,Mobile,Bronze,3,No,4
ORD-010499,CUST-03820,GA,11-08-2024,Fall,Friday,Automotive,Car Care,61.91,1,61.91,0,0,61.91,Google Pay,Mobile,Bronze,7,No,5
ORD-010500,CUST-06104,LA,03-05-2022,Spring,Saturday,Health & Wellness,Mental Wellness,68.11,1,68.11,20,13.62,54.49,PayPal,Desktop,Gold,5,No,4
ORD-010501,CUST-02841,NH,11/18/2024,Fall,Monday,Electronics,Smartphones,52.62,1,52.62,10,5.26,47.36,Debit Card,Mobile,Gold,2,No,4
ORD-010502,CUST-07691,VA,5/20/2024,Spring,Monday,Automotive,Car Accessories,52.66,1,52.66,20,10.53,42.13,Apple Pay,Mobile,Gold,6,No,4
ORD-010503,CUST-07597,VA,9/24/2024,Fall,Tuesday,Beauty & Personal Care,Haircare,56.97,1,56.97,20,11.39,45.58,Apple Pay,Mobile,Silver,2,No,4
ORD-010504,CUST-05156,NY,2/14/2024,Winter,Wednesday,Toys & Games,Action Figures,15.65,1,15.65,0,0,15.65,Apple Pay,Mobile,Silver,3,No,5
ORD-010505,CUST-05089,MD,9/17/2024,Fall,Tuesday,Sports & Outdoors,Fitness Equipment,173.37,2,346.74,15,52.01,294.73,Google Pay,Desktop,Silver,6,No,3
ORD-010506,CUST-08622,OH,02-03-2022,Winter,Thursday,Books,History,6.66,1,6.66,15,1,5.66,Apple Pay,Tablet,Silver,5,No,4
ORD-010507,CUST-03302,ID,12/27/2024,Winter,Friday,Grocery,Organic,30.87,1,30.87,10,3.09,27.78,Apple Pay,Mobile,Bronze,5,No,3
ORD-010508,CUST-08063,OK,12-03-2023,Winter,Sunday,Toys & Games,Action Figures,30.3,1,30.3,10,3.03,27.27,Buy Now Pay Later,Mobile,Gold,4,No,5
ORD-010509,CUST-05479,ID,04-11-2023,Spring,Tuesday,Books,Fiction,6.53,1,6.53,15,0.98,5.55,Gift Card,Tablet,Platinum,5,No,4
ORD-010510,CUST-06947,MD,6/24/2023,Summer,Saturday,Home & Kitchen,Storage,133.05,1,133.05,0,0,133.05,Credit Card,Desktop,Bronze,2,No,5
ORD-010511,CUST-08312,NJ,6/19/2024,Summer,Wednesday,Health & Wellness,Mental Wellness,43.2,1,43.2,0,0,43.2,Gift Card,Tablet,Bronze,5,No,3
ORD-010512,CUST-06143,WA,12-01-2024,Winter,Sunday,Electronics,Laptops,155,2,310,15,46.5,263.5,PayPal,Desktop,Gold,2,Yes,5
ORD-010513,CUST-01900,WV,7/26/2022,Summer,Tuesday,Automotive,Car Care,10.92,1,10.92,10,1.09,9.83,Google Pay,Mobile,Platinum,5,No,3
ORD-010514,CUST-08865,WY,6/29/2022,Summer,Wednesday,Automotive,Car Accessories,137.56,1,137.56,0,0,137.56,Gift Card,Mobile,Platinum,3,No,4
ORD-010515,CUST-07042,MI,8/15/2024,Summer,Thursday,Toys & Games,Board Games,102.81,1,102.81,0,0,102.81,PayPal,Mobile,Platinum,5,No,5
ORD-010516,CUST-03614,VT,10-08-2024,Fall,Tuesday,Toys & Games,Puzzles,141.71,1,141.71,5,7.09,134.62,PayPal,Tablet,Gold,6,Yes,5
ORD-010517,CUST-05108,WA,7/26/2022,Summer,Tuesday,Health & Wellness,Fitness Accessories,81.52,2,163.04,0,0,163.04,Debit Card,Mobile,Bronze,4,No,4
ORD-010518,CUST-07065,MS,4/19/2022,Spring,Tuesday,Grocery,Bakery,7.3,1,7.3,0,0,7.3,Buy Now Pay Later,Desktop,Platinum,1,No,4
ORD-010519,CUST-04134,KY,1/24/2025,Winter,Friday,Electronics,Smartphones,516.64,1,516.64,0,0,516.64,Credit Card,Tablet,Bronze,5,No,5
ORD-010520,CUST-04783,TX,07-03-2023,Summer,Monday,Books,Non-Fiction,12,1,12,0,0,12,Gift Card,Mobile,Gold,6,No,5
ORD-010521,CUST-08966,GA,9/21/2022,Fall,Wednesday,Clothing,Bottoms,133.33,5,666.65,15,100,566.65,Buy Now Pay Later,Desktop,Bronze,4,No,5
ORD-010522,CUST-02476,GA,11/22/2023,Fall,Wednesday,Health & Wellness,Mental Wellness,96.96,1,96.96,10,9.7,87.26,Gift Card,Mobile,Platinum,4,No,4
ORD-010523,CUST-05852,NC,10-09-2023,Fall,Monday,Beauty & Personal Care,Skincare,10.07,2,20.14,0,0,20.14,Credit Card,Desktop,Silver,3,No,2
ORD-010524,CUST-05788,AZ,03-09-2024,Spring,Saturday,Grocery,Organic,15.25,1,15.25,5,0.76,14.49,Apple Pay,Mobile,Silver,2,No,5
ORD-010525,CUST-04992,OH,5/27/2022,Spring,Friday,Home & Kitchen,Storage,212.93,1,212.93,0,0,212.93,Credit Card,Desktop,Bronze,2,No,5
ORD-010526,CUST-01843,CA,10/31/2022,Fall,Monday,Clothing,Outerwear,145.03,1,145.03,0,0,145.03,PayPal,Mobile,Bronze,4,No,4
ORD-010527,CUST-03256,SC,9/16/2022,Fall,Friday,Grocery,Organic,3.53,2,7.06,0,0,7.06,Buy Now Pay Later,Desktop,Bronze,3,No,5
ORD-010528,CUST-04635,MO,8/15/2022,Summer,Monday,Home & Kitchen,Appliances,54.54,1,54.54,0,0,54.54,Gift Card,Tablet,Bronze,4,No,5
ORD-010529,CUST-02753,NV,10-11-2022,Fall,Tuesday,Books,Self-Help,16.75,2,33.5,0,0,33.5,Credit Card,Mobile,Gold,5,No,4
ORD-010530,CUST-01364,IN,3/19/2024,Spring,Tuesday,Beauty & Personal Care,Fragrances,13.63,1,13.63,5,0.68,12.95,PayPal,Desktop,Platinum,2,No,5
ORD-010531,CUST-01599,WV,11-02-2023,Fall,Thursday,Clothing,Bottoms,75.75,1,75.75,0,0,75.75,Credit Card,Desktop,Silver,4,No,2
ORD-010532,CUST-02290,VT,5/21/2023,Spring,Sunday,Grocery,Snacks,21.29,1,21.29,15,3.19,18.1,Apple Pay,Desktop,Silver,3,No,3
ORD-010533,CUST-05299,NE,10/27/2022,Fall,Thursday,Clothing,Footwear,52.4,1,52.4,0,0,52.4,Debit Card,Desktop,Platinum,1,No,5
ORD-010534,CUST-03474,HI,9/15/2023,Fall,Friday,Automotive,Tools,156.27,1,156.27,10,15.63,140.64,Buy Now Pay Later,Desktop,Bronze,3,No,3
ORD-010535,CUST-06417,AZ,3/31/2023,Spring,Friday,Automotive,Car Accessories,78.72,1,78.72,0,0,78.72,Apple Pay,Mobile,Bronze,2,No,5
ORD-010536,CUST-06429,IA,6/14/2024,Summer,Friday,Electronics,Smartphones,992.83,1,992.83,0,0,992.83,Buy Now Pay Later,Tablet,Bronze,1,No,5
ORD-010537,CUST-04780,MO,12/14/2023,Winter,Thursday,Home & Kitchen,Storage,148.66,1,148.66,0,0,148.66,Gift Card,Tablet,Bronze,1,No,5
ORD-010538,CUST-05156,WY,6/14/2022,Summer,Tuesday,Toys & Games,Action Figures,125.03,1,125.03,0,0,125.03,Debit Card,Tablet,Bronze,3,No,5
ORD-010539,CUST-05982,CT,2/22/2024,Winter,Thursday,Toys & Games,Puzzles,144.89,2,289.78,0,0,289.78,Apple Pay,Desktop,Silver,2,No,4
ORD-010540,CUST-01308,NM,7/16/2024,Summer,Tuesday,Clothing,Tops,15.99,1,15.99,20,3.2,12.79,Apple Pay,Mobile,Bronze,1,No,4
ORD-010541,CUST-04215,CA,12/27/2022,Winter,Tuesday,Grocery,Beverages,32.93,4,131.72,25,32.93,98.79,Gift Card,Desktop,Silver,3,No,3
ORD-010542,CUST-03775,SC,03-06-2023,Spring,Monday,Beauty & Personal Care,Makeup,13.91,1,13.91,5,0.7,13.21,Credit Card,Mobile,Gold,3,No,5
ORD-010543,CUST-08117,IN,8/31/2022,Summer,Wednesday,Toys & Games,Puzzles,94.48,1,94.48,0,0,94.48,Gift Card,Mobile,Silver,4,Yes,4
ORD-010544,CUST-07226,AR,2/20/2022,Winter,Sunday,Books,Fiction,6.57,1,6.57,0,0,6.57,Gift Card,Mobile,Gold,5,No,5
ORD-010545,CUST-03729,NE,12-08-2024,Winter,Sunday,Clothing,Footwear,131.01,1,131.01,20,26.2,104.81,Apple Pay,Mobile,Bronze,3,No,3
ORD-010546,CUST-02638,NM,2/22/2023,Winter,Wednesday,Clothing,Outerwear,109.68,1,109.68,0,0,109.68,Debit Card,Tablet,Silver,2,No,3
ORD-010547,CUST-08732,PA,11-01-2023,Fall,Wednesday,Clothing,Bottoms,94.45,3,283.35,15,42.5,240.85,Buy Now Pay Later,Mobile,Bronze,3,No,5
ORD-010548,CUST-03424,TX,6/20/2022,Summer,Monday,Beauty & Personal Care,Oral Care,12.6,1,12.6,20,2.52,10.08,Buy Now Pay Later,Mobile,Platinum,3,No,5
ORD-010549,CUST-06459,MD,7/19/2022,Summer,Tuesday,Home & Kitchen,Bedding,180.61,1,180.61,0,0,180.61,PayPal,Desktop,Bronze,4,No,3
ORD-010550,CUST-07302,KS,08-05-2022,Summer,Friday,Grocery,Bakery,35.62,4,142.48,0,0,142.48,Credit Card,Mobile,Bronze,3,No,2
ORD-010551,CUST-06184,NY,01-04-2023,Winter,Wednesday,Toys & Games,Puzzles,128.66,5,643.3,0,0,643.3,Debit Card,Tablet,Bronze,3,No,1
ORD-010552,CUST-07833,SC,11/22/2023,Fall,Wednesday,Automotive,Car Care,11.33,1,11.33,10,1.13,10.2,PayPal,Mobile,Gold,3,No,1
ORD-010553,CUST-08824,AR,11/19/2024,Fall,Tuesday,Toys & Games,Action Figures,105.22,2,210.44,0,0,210.44,Buy Now Pay Later,Desktop,Platinum,5,No,1
ORD-010554,CUST-03503,NM,9/17/2024,Fall,Tuesday,Health & Wellness,Supplements,20.14,2,40.28,0,0,40.28,Buy Now Pay Later,Desktop,Gold,3,No,5
ORD-010555,CUST-02486,VA,06-05-2024,Summer,Wednesday,Automotive,Electronics,242.13,2,484.26,10,48.43,435.83,Credit Card,Tablet,Silver,3,No,5
ORD-010556,CUST-01636,DE,4/15/2024,Spring,Monday,Beauty & Personal Care,Skincare,83.56,1,83.56,0,0,83.56,Credit Card,Mobile,Silver,2,No,5
ORD-010557,CUST-01528,IA,7/17/2024,Summer,Wednesday,Automotive,Car Care,175.73,1,175.73,0,0,175.73,Buy Now Pay Later,Desktop,Gold,4,No,4
ORD-010558,CUST-03400,ID,7/27/2023,Summer,Thursday,Home & Kitchen,Decor,51.34,1,51.34,0,0,51.34,Apple Pay,Desktop,Platinum,5,No,5
ORD-010559,CUST-02425,NY,1/25/2024,Winter,Thursday,Grocery,Dairy,49.86,1,49.86,10,4.99,44.87,Gift Card,Mobile,Bronze,4,No,4
ORD-010560,CUST-08076,CT,12/16/2022,Winter,Friday,Automotive,Parts,280.04,1,280.04,0,0,280.04,Buy Now Pay Later,Tablet,Gold,5,No,4
ORD-010561,CUST-03590,NH,1/21/2024,Winter,Sunday,Toys & Games,Educational,23.77,1,23.77,15,3.57,20.2,Buy Now Pay Later,Mobile,Platinum,2,No,5
ORD-010562,CUST-08175,NJ,4/15/2023,Spring,Saturday,Toys & Games,Action Figures,66.07,1,66.07,15,9.91,56.16,Google Pay,Tablet,Silver,5,No,5
ORD-010563,CUST-08717,IN,12/29/2022,Winter,Thursday,Health & Wellness,Mental Wellness,103.44,1,103.44,0,0,103.44,Buy Now Pay Later,Mobile,Platinum,2,No,5
ORD-010564,CUST-07516,NV,11/23/2024,Fall,Saturday,Grocery,Snacks,31.03,4,124.12,25,31.03,93.09,Google Pay,Desktop,Silver,4,No,1
ORD-010565,CUST-06770,VT,12-07-2024,Winter,Saturday,Toys & Games,Outdoor Toys,144.75,2,289.5,25,72.38,217.12,Debit Card,Desktop,Platinum,5,No,4
ORD-010566,CUST-05617,GA,3/20/2023,Spring,Monday,Electronics,Cameras,859.84,1,859.84,0,0,859.84,Google Pay,Tablet,Platinum,3,No,5
ORD-010567,CUST-04740,AL,11-01-2022,Fall,Tuesday,Electronics,Tablets,1154.53,1,1154.53,20,230.91,923.62,Apple Pay,Tablet,Platinum,6,No,5
ORD-010568,CUST-07024,FL,11-12-2022,Fall,Saturday,Clothing,Tops,41.44,1,41.44,15,6.22,35.22,Debit Card,Mobile,Platinum,5,Yes,4
ORD-010569,CUST-05735,HI,3/29/2023,Spring,Wednesday,Toys & Games,Action Figures,45.86,2,91.72,0,0,91.72,PayPal,Tablet,Bronze,3,No,2
ORD-010570,CUST-05240,MI,2/20/2025,Winter,Thursday,Books,History,17.27,1,17.27,0,0,17.27,Google Pay,Tablet,Silver,4,No,4
ORD-010571,CUST-05650,IA,3/17/2023,Spring,Friday,Health & Wellness,Fitness Accessories,137.92,5,689.6,15,103.44,586.16,Buy Now Pay Later,Desktop,Platinum,5,No,5
ORD-010572,CUST-06836,WY,05-07-2022,Spring,Saturday,Automotive,Car Accessories,113.28,1,113.28,0,0,113.28,Credit Card,Desktop,Platinum,4,No,4
ORD-010573,CUST-05284,ID,1/17/2024,Winter,Wednesday,Clothing,Bottoms,156.86,1,156.86,15,23.53,133.33,Apple Pay,Tablet,Silver,3,No,5
ORD-010574,CUST-03588,NV,09-11-2024,Fall,Wednesday,Toys & Games,Educational,64.29,1,64.29,5,3.21,61.08,Debit Card,Mobile,Gold,4,No,5
ORD-010575,CUST-06928,ME,2/26/2022,Winter,Saturday,Automotive,Tools,227.8,2,455.6,0,0,455.6,Buy Now Pay Later,Desktop,Platinum,2,No,4
ORD-010576,CUST-05018,OR,3/27/2022,Spring,Sunday,Toys & Games,Educational,55.19,1,55.19,0,0,55.19,Debit Card,Desktop,Silver,5,No,5
ORD-010577,CUST-03189,ID,11-08-2024,Fall,Friday,Automotive,Car Care,71.23,2,142.46,0,0,142.46,Apple Pay,Mobile,Silver,5,No,4
ORD-010578,CUST-06479,IN,10/22/2023,Fall,Sunday,Books,Non-Fiction,20.29,1,20.29,0,0,20.29,Buy Now Pay Later,Desktop,Platinum,3,No,3
ORD-010579,CUST-03038,TN,12-10-2023,Winter,Sunday,Automotive,Parts,240.84,1,240.84,10,24.08,216.76,Buy Now Pay Later,Desktop,Gold,5,No,4
ORD-010580,CUST-02949,MN,5/30/2024,Spring,Thursday,Health & Wellness,Supplements,17.74,1,17.74,0,0,17.74,Debit Card,Tablet,Platinum,2,No,5
ORD-010581,CUST-06170,WY,03-05-2024,Spring,Tuesday,Automotive,Car Accessories,51.3,1,51.3,0,0,51.3,PayPal,Tablet,Gold,2,No,3
ORD-010582,CUST-08919,NE,10/27/2024,Fall,Sunday,Sports & Outdoors,Water Sports,110.42,1,110.42,0,0,110.42,Credit Card,Desktop,Gold,2,No,5
